Experiment;Model;Optimizer;Epoch;Train PPL;Valid PPL;Best val;TPE;Wall-clock
Exp 3;RNN;SGD;5;9463.35530145;9292.38840074;9292.38840074;229.094671487808;1389
Exp 3;RNN;SGD;6;9348.45572745;9175.48980903;9175.48980903;229.116504192352;1618
Exp 3;RNN;SGD;7;9228.15985558;9054.66591129;9054.66591129;229.12324643135;1847
Exp 3;RNN;SGD;8;9109.58043656;8929.01054574;8929.01054574;229.118469476699;2076
Exp 3;RNN;SGD;9;8986.90826351;8797.46089769;8797.46089769;231.874085903167;2308
Exp 3;RNN;SGD;10;8855.0340792;8658.77077556;8658.77077556;229.11898612976;2537
Exp 3;RNN;SGD;11;8713.90029724;8511.47243495;8511.47243495;229.271673679351;2766
Exp 3;RNN;SGD;12;8572.64685923;8354.15439658;8354.15439658;229.130251407623;2995
Exp 3;RNN;SGD;13;8416.86379754;8184.83997803;8184.83997803;229.109407663345;3224
Exp 3;RNN;SGD;14;8246.89404627;8001.41266647;8001.41266647;229.12764930725;3453
Exp 3;RNN;SGD;15;8067.77570982;7801.38399701;7801.38399701;229.136751413345;3682
Exp 3;RNN;SGD;16;7870.46919718;7581.6519748;7581.6519748;229.117720127105;3911
Exp 3;RNN;SGD;17;7661.25416208;7339.07997406;7339.07997406;229.103104591369;4140
Exp 3;RNN;SGD;18;7419.78648658;7069.28227792;7069.28227792;229.103371858596;4369
Exp 3;RNN;SGD;19;7158.6374162;6767.90417871;6767.90417871;229.100505828857;4598
Exp 3;RNN;SGD;20;6868.59643801;6430.26474582;6430.26474582;229.195365667343;4827
Exp 3;RNN;SGD;21;6544.9864229;6051.4332212;6051.4332212;229.13832783699;5056
Exp 3;RNN;SGD;22;6193.93861649;5628.50352482;5628.50352482;229.115082740783;5285
Exp 3;RNN;SGD;23;5804.40229361;5161.59646603;5161.59646603;229.10006904602;5514
Exp 3;RNN;SGD;24;5388.88558221;4659.33099575;4659.33099575;229.121556043624;5743
Exp 3;RNN;SGD;25;4959.59949154;4144.46493374;4144.46493374;229.125576734542;5972
Exp 3;RNN;SGD;26;4545.30522199;3657.21318249;3657.21318249;229.124753475189;6201
Exp 3;RNN;SGD;27;4197.16681327;3251.1857736;3251.1857736;229.11452460289;6430
Exp 3;RNN;SGD;28;3929.35594564;2968.32484547;2968.32484547;229.110724925994;6659
Exp 3;RNN;SGD;29;3766.58555297;2800.76439195;2800.76439195;229.12999510765;6888
Exp 3;RNN;SGD;30;3642.67574383;2695.37072444;2695.37072444;229.118677616119;7117
Exp 3;RNN;SGD;31;3547.94627248;2617.43503231;2617.43503231;229.117115974426;7346
Exp 3;RNN;SGD;32;3455.79742826;2550.93714582;2550.93714582;229.10933804512;7575
Exp 3;RNN;SGD;33;3378.32383345;2491.85641755;2491.85641755;229.100299119949;7804
Exp 3;RNN;SGD;34;3301.20948427;2437.75660242;2437.75660242;229.092744588851;8033
Exp 3;RNN;SGD;35;3232.1136963;2387.71005612;2387.71005612;229.102533340454;8262
Exp 3;RNN;SGD;36;3173.49432309;2341.29633638;2341.29633638;229.116922616958;8491
Exp 3;RNN;SGD;37;3111.76783052;2298.1406498;2298.1406498;229.127804517745;8720
Exp 3;RNN;SGD;38;3063.9762321;2258.50888311;2258.50888311;229.10027551651;8949
Exp 3;RNN;SGD;39;3007.03028763;2220.78004706;2220.78004706;229.119874715805;9178
Exp 1;Transformer;SGD_LR_SCHEDULE;0;67407.8620768479;6784.41456321261;6784.41456321261;164.300222873687;164
Exp 1;Transformer;SGD_LR_SCHEDULE;1;2664.19317258305;1152.81443572835;1152.81443572835;163.865226984024;328
Exp 1;Transformer;SGD_LR_SCHEDULE;2;1086.74442125311;755.7965843342;755.7965843342;164.059467554092;492
Exp 1;Transformer;SGD_LR_SCHEDULE;3;760.264006983064;526.908935506731;526.908935506731;164.069073438644;656
Exp 1;Transformer;SGD_LR_SCHEDULE;4;586.114134496677;496.100898766259;496.100898766259;164.184431552886;820
Exp 1;Transformer;SGD_LR_SCHEDULE;5;457.703156302134;472.370342715596;472.370342715596;164.197471141815;984
Exp 1;Transformer;SGD_LR_SCHEDULE;6;379.901252190912;337.353230773841;337.353230773841;164.664428710937;1149
Exp 1;Transformer;SGD_LR_SCHEDULE;7;323.459137265503;307.676463763945;307.676463763945;163.989047288894;1313
Exp 1;Transformer;SGD_LR_SCHEDULE;8;281.674971269152;279.291813997141;279.291813997141;164.027704000473;1477
Exp 1;Transformer;SGD_LR_SCHEDULE;9;248.09693699859;239.877371633383;239.877371633383;163.791383743286;1641
Exp 1;Transformer;SGD_LR_SCHEDULE;10;222.995815673674;259.064727674829;239.877371633383;163.515322208404;1805
Exp 1;Transformer;SGD_LR_SCHEDULE;11;198.305652115343;224.44649964946;224.44649964946;163.890326738357;1969
Exp 1;Transformer;SGD_LR_SCHEDULE;12;185.861741497764;224.213835497615;224.213835497615;164.271960496902;2133
Exp 1;Transformer;SGD_LR_SCHEDULE;13;165.508971589112;221.198196606262;221.198196606262;164.206565380096;2297
Exp 1;Transformer;SGD_LR_SCHEDULE;14;152.519676704576;203.904901413246;203.904901413246;164.348453998565;2461
Exp 1;Transformer;SGD_LR_SCHEDULE;15;125.444290947119;166.446456331464;166.446456331464;164.252558946609;2625
Exp 1;Transformer;SGD_LR_SCHEDULE;16;101.956390288804;158.621959905283;158.621959905283;164.23253583908;2789
Exp 1;Transformer;SGD_LR_SCHEDULE;17;85.8958379236423;154.733861976747;154.733861976747;164.357638120651;2953
Exp 1;Transformer;SGD_LR_SCHEDULE;18;75.2564918387634;148.931608846927;148.931608846927;164.282176733016;3117
Exp 1;Transformer;SGD_LR_SCHEDULE;19;69.0527319702085;149.107148676772;148.931608846927;163.484589815139;3280
Exp 1;Transformer;SGD_LR_SCHEDULE;20;65.6634786067983;149.233502141354;148.931608846927;163.566512346267;3444
Exp 1;Transformer;SGD_LR_SCHEDULE;21;64.0519531420818;148.593818148096;148.593818148096;164.022155046463;3608
Exp 1;Transformer;SGD_LR_SCHEDULE;22;63.3515463342525;147.582106658705;147.582106658705;163.916425466537;3772
Exp 1;Transformer;SGD_LR_SCHEDULE;23;63.105306553952;147.222097850356;147.222097850356;163.943969964981;3936
Exp 1;Transformer;SGD_LR_SCHEDULE;24;62.9735807201518;147.137170410757;147.137170410757;163.965822458267;4100
Exp 1;Transformer;SGD_LR_SCHEDULE;25;62.9781144801956;147.120258324428;147.120258324428;164.205012798309;4264
Exp 1;Transformer;SGD_LR_SCHEDULE;26;63.008802118264;147.117272492952;147.117272492952;164.066795349121;4428
Exp 1;Transformer;SGD_LR_SCHEDULE;27;63.0438934156138;147.116891047481;147.116891047481;164.337414741516;4592
Exp 1;Transformer;SGD_LR_SCHEDULE;28;63.0086069716128;147.116882278631;147.116882278631;164.194060802459;4756
Exp 1;Transformer;SGD_LR_SCHEDULE;29;62.9857874729322;147.116851587661;147.116851587661;164.432162523269;4920
Exp 1;Transformer;SGD_LR_SCHEDULE;30;63.0198084531969;147.116860356509;147.116851587661;163.52082824707;5084
Exp 1;Transformer;SGD_LR_SCHEDULE;31;62.9989562759946;147.116873509782;147.116851587661;163.610315561294;5248
Exp 1;Transformer;SGD_LR_SCHEDULE;32;63.035678038173;147.116873509782;147.116851587661;163.909346580505;5412
Exp 1;Transformer;SGD_LR_SCHEDULE;33;62.9939749443867;147.116873509782;147.116851587661;163.729315280914;5576
Exp 1;Transformer;SGD_LR_SCHEDULE;34;62.9776748351615;147.116873509782;147.116851587661;163.949239015579;5740
Exp 1;Transformer;SGD_LR_SCHEDULE;35;62.9842567750144;147.116873509782;147.116851587661;163.846305608749;5904
Exp 1;Transformer;SGD_LR_SCHEDULE;36;62.9555196417021;147.116873509782;147.116851587661;163.906028985977;6068
Exp 1;Transformer;SGD_LR_SCHEDULE;37;62.9990308687201;147.116873509782;147.116851587661;163.82278394699;6232
Exp 1;Transformer;SGD_LR_SCHEDULE;38;63.0004699886605;147.116873509782;147.116851587661;163.907190322875;6396
Exp 1;Transformer;SGD_LR_SCHEDULE;39;63.0169017816722;147.116873509782;147.116851587661;163.899253368377;6560
Exp 2;Transformer;ADAM;0;543.60286259247;301.823033533423;301.823033533423;140.33691573143;140
Exp 2;Transformer;ADAM;1;245.549151073929;208.653241953967;208.653241953967;141.209067106246;281
Exp 2;Transformer;ADAM;2;177.224223908467;174.576704894967;174.576704894967;139.941000699996;421
Exp 2;Transformer;ADAM;3;142.452090137898;155.658224467193;155.658224467193;139.174902200698;560
Exp 2;Transformer;ADAM;4;119.521633542106;144.825471508884;144.825471508884;140.042075634002;700
Exp 2;Transformer;ADAM;5;102.918346976829;137.073906795428;137.073906795428;141.101616621017;841
Exp 2;Transformer;ADAM;6;89.7275157052125;131.689841726592;131.689841726592;140.479068756103;981
Exp 2;Transformer;ADAM;7;79.1300671650441;128.149594670025;128.149594670025;140.299973964691;1121
Exp 2;Transformer;ADAM;8;70.4083992540657;126.823375199089;126.823375199089;140.280811548233;1261
Exp 2;Transformer;ADAM;9;62.925146842709;125.287479273523;125.287479273523;140.520612478256;1402
Exp 2;Transformer;ADAM;10;56.5508404221158;125.955287111797;125.287479273523;134.665337324142;1537
Exp 2;Transformer;ADAM;11;50.991657573798;127.316219089556;125.287479273523;137.439851760864;1674
Exp 2;Transformer;ADAM;12;46.1525647611203;129.510635417236;125.287479273523;135.588295936584;1810
Exp 2;Transformer;ADAM;13;41.8278039825574;131.537303913987;125.287479273523;135.585393190383;1946
Exp 2;Transformer;ADAM;14;38.0031931480067;135.190130742397;125.287479273523;135.636500358581;2082
Exp 2;Transformer;ADAM;15;34.5681561499926;139.595691494691;125.287479273523;135.497738361358;2217
Exp 2;Transformer;ADAM;16;31.4432415567657;144.943483860894;125.287479273523;135.651223897933;2353
Exp 2;Transformer;ADAM;17;28.6557095425497;149.109268355492;125.287479273523;135.165307760238;2488
Exp 2;Transformer;ADAM;18;26.1048209321744;155.143080769854;125.287479273523;135.315976142883;2623
Exp 2;Transformer;ADAM;19;23.829794195968;160.274346344539;125.287479273523;135.455987691879;2758
Exp 2;Transformer;ADAM;20;21.7425682338699;168.422442843367;125.287479273523;135.495644092559;2893
Exp 2;Transformer;ADAM;21;19.9142821948953;175.789223715216;125.287479273523;135.633000850677;3029
Exp 2;Transformer;ADAM;22;18.1784249167756;186.779363601157;125.287479273523;135.641371726989;3165
Exp 2;Transformer;ADAM;23;16.6874551825045;197.438042947366;125.287479273523;135.582641363143;3301
Exp 2;Transformer;ADAM;24;15.2362652274893;211.535347313803;125.287479273523;139.229040145874;3440
Exp 2;Transformer;ADAM;25;13.9319974014512;225.500515272455;125.287479273523;136.576839447021;3577
Exp 2;Transformer;ADAM;26;12.7618536177532;240.659167217919;125.287479273523;137.637623548507;3715
Exp 2;Transformer;ADAM;27;11.7326134565537;255.814028697283;125.287479273523;137.82685470581;3853
Exp 2;Transformer;ADAM;28;10.7647363181223;270.765642397375;125.287479273523;140.426948785781;3993
Exp 2;Transformer;ADAM;29;9.90242578067655;287.327227702156;125.287479273523;140.105091333389;4133
Exp 2;Transformer;ADAM;30;9.13482330847723;301.939136686512;125.287479273523;139.693971395492;4273
Exp 2;Transformer;ADAM;31;8.42825429232846;316.053140874773;125.287479273523;140.000936031341;4413
Exp 2;Transformer;ADAM;32;7.78463107601281;340.761678911995;125.287479273523;140.183108568191;4553
Exp 2;Transformer;ADAM;33;7.20670816366411;369.242751228435;125.287479273523;138.470106601715;4691
Exp 2;Transformer;ADAM;34;6.65185183248095;393.547446641853;125.287479273523;137.647745132446;4829
Exp 2;Transformer;ADAM;35;6.15758015485171;430.592891280547;125.287479273523;137.650506734848;4967
Exp 2;Transformer;ADAM;36;5.73416453507707;458.593352056708;125.287479273523;137.60312128067;5105
Exp 2;Transformer;ADAM;37;5.32805440337172;498.000312211259;125.287479273523;137.310662269592;5242
Exp 2;Transformer;ADAM;38;4.96715689629479;530.542148912918;125.287479273523;137.311198949813;5379
Exp 2;Transformer;ADAM;39;4.64649313678463;561.811584966784;125.287479273523;137.839993715286;5517
Exp 5;Transformer;ADAM;0;543.60286259247;301.823033533423;301.823033533423;140.33691573143;140
Exp 5;Transformer;ADAM;1;245.549151073929;208.653241953967;208.653241953967;141.209067106246;281
Exp 5;Transformer;ADAM;2;177.224223908467;174.576704894967;174.576704894967;139.941000699996;421
Exp 5;Transformer;ADAM;3;142.452090137898;155.658224467193;155.658224467193;139.174902200698;560
Exp 5;Transformer;ADAM;4;119.521633542106;144.825471508884;144.825471508884;140.042075634002;700
Exp 5;Transformer;ADAM;5;102.918346976829;137.073906795428;137.073906795428;141.101616621017;841
Exp 5;Transformer;ADAM;6;89.7275157052125;131.689841726592;131.689841726592;140.479068756103;981
Exp 5;Transformer;ADAM;7;79.1300671650441;128.149594670025;128.149594670025;140.299973964691;1121
Exp 5;Transformer;ADAM;8;70.4083992540657;126.823375199089;126.823375199089;140.280811548233;1261
Exp 5;Transformer;ADAM;9;62.925146842709;125.287479273523;125.287479273523;140.520612478256;1402
Exp 5;Transformer;ADAM;10;56.5508404221158;125.955287111797;125.287479273523;134.665337324142;1537
Exp 5;Transformer;ADAM;11;50.991657573798;127.316219089556;125.287479273523;137.439851760864;1674
Exp 5;Transformer;ADAM;12;46.1525647611203;129.510635417236;125.287479273523;135.588295936584;1810
Exp 5;Transformer;ADAM;13;41.8278039825574;131.537303913987;125.287479273523;135.585393190383;1946
Exp 5;Transformer;ADAM;14;38.0031931480067;135.190130742397;125.287479273523;135.636500358581;2082
Exp 5;Transformer;ADAM;15;34.5681561499926;139.595691494691;125.287479273523;135.497738361358;2217
Exp 5;Transformer;ADAM;16;31.4432415567657;144.943483860894;125.287479273523;135.651223897933;2353
Exp 5;Transformer;ADAM;17;28.6557095425497;149.109268355492;125.287479273523;135.165307760238;2488
Exp 5;Transformer;ADAM;18;26.1048209321744;155.143080769854;125.287479273523;135.315976142883;2623
Exp 5;Transformer;ADAM;19;23.829794195968;160.274346344539;125.287479273523;135.455987691879;2758
Exp 5;Transformer;ADAM;20;21.7425682338699;168.422442843367;125.287479273523;135.495644092559;2893
Exp 5;Transformer;ADAM;21;19.9142821948953;175.789223715216;125.287479273523;135.633000850677;3029
Exp 5;Transformer;ADAM;22;18.1784249167756;186.779363601157;125.287479273523;135.641371726989;3165
Exp 5;Transformer;ADAM;23;16.6874551825045;197.438042947366;125.287479273523;135.582641363143;3301
Exp 5;Transformer;ADAM;24;15.2362652274893;211.535347313803;125.287479273523;139.229040145874;3440
Exp 5;Transformer;ADAM;25;13.9319974014512;225.500515272455;125.287479273523;136.576839447021;3577
Exp 5;Transformer;ADAM;26;12.7618536177532;240.659167217919;125.287479273523;137.637623548507;3715
Exp 5;Transformer;ADAM;27;11.7326134565537;255.814028697283;125.287479273523;137.82685470581;3853
Exp 5;Transformer;ADAM;28;10.7647363181223;270.765642397375;125.287479273523;140.426948785781;3993
Exp 5;Transformer;ADAM;29;9.90242578067655;287.327227702156;125.287479273523;140.105091333389;4133
Exp 5;Transformer;ADAM;30;9.13482330847723;301.939136686512;125.287479273523;139.693971395492;4273
Exp 5;Transformer;ADAM;31;8.42825429232846;316.053140874773;125.287479273523;140.000936031341;4413
Exp 5;Transformer;ADAM;32;7.78463107601281;340.761678911995;125.287479273523;140.183108568191;4553
Exp 5;Transformer;ADAM;33;7.20670816366411;369.242751228435;125.287479273523;138.470106601715;4691
Exp 5;Transformer;ADAM;34;6.65185183248095;393.547446641853;125.287479273523;137.647745132446;4829
Exp 5;Transformer;ADAM;35;6.15758015485171;430.592891280547;125.287479273523;137.650506734848;4967
Exp 5;Transformer;ADAM;36;5.73416453507707;458.593352056708;125.287479273523;137.60312128067;5105
Exp 5;Transformer;ADAM;37;5.32805440337172;498.000312211259;125.287479273523;137.310662269592;5242
Exp 5;Transformer;ADAM;38;4.96715689629479;530.542148912918;125.287479273523;137.311198949813;5379
Exp 5;Transformer;ADAM;39;4.64649313678463;561.811584966784;125.287479273523;137.839993715286;5517
Exp 6;Transformer;ADAM;0;899.157506081377;511.263249935762;511.263249935762;174.917832612991;175
Exp 6;Transformer;ADAM;1;417.587091048952;335.717306907132;335.717306907132;177.569201231002;353
Exp 6;Transformer;ADAM;2;309.603823680014;276.311289052074;276.311289052074;177.684690475463;531
Exp 6;Transformer;ADAM;3;258.140018486391;243.086675172138;243.086675172138;177.432527065277;708
Exp 6;Transformer;ADAM;4;225.273416658614;220.024157234144;220.024157234144;177.004636764526;885
Exp 6;Transformer;ADAM;5;202.367104796679;204.498967979482;204.498967979482;176.887769222259;1062
Exp 6;Transformer;ADAM;6;184.856221134408;192.387429830078;192.387429830078;177.045574188232;1239
Exp 6;Transformer;ADAM;7;170.852137268216;182.95184431504;182.95184431504;176.696964263916;1416
Exp 6;Transformer;ADAM;8;159.171713947363;175.091941736073;175.091941736073;177.035161495208;1593
Exp 6;Transformer;ADAM;9;149.280601365966;167.854275935441;167.854275935441;176.959037303924;1770
Exp 6;Transformer;ADAM;10;140.681905083962;162.145323140423;162.145323140423;177.06104850769;1947
Exp 6;Transformer;ADAM;11;132.756128883393;157.16326816649;157.16326816649;176.93881201744;2124
Exp 6;Transformer;ADAM;12;126.110182536153;152.883651200806;152.883651200806;177.111264944076;2301
Exp 6;Transformer;ADAM;13;119.819160014583;149.136235787308;149.136235787308;177.088867664337;2478
Exp 6;Transformer;ADAM;14;114.179651751412;145.178122712232;145.178122712232;176.811482191085;2655
Exp 6;Transformer;ADAM;15;109.035634244908;142.35676741978;142.35676741978;176.965428829193;2832
Exp 6;Transformer;ADAM;16;104.293246399127;139.865346102649;139.865346102649;176.895464658737;3009
Exp 6;Transformer;ADAM;17;100.145234498385;137.641337043847;137.641337043847;177.027265548706;3186
Exp 6;Transformer;ADAM;18;96.0777820439233;135.130253220973;135.130253220973;177.003497838974;3363
Exp 6;Transformer;ADAM;19;92.3985450128847;133.816681517738;133.816681517738;177.012640237808;3540
Exp 6;Transformer;ADAM;20;88.9495727036773;132.624639171435;132.624639171435;177.217861413955;3717
Exp 6;Transformer;ADAM;21;85.7671594455114;131.14766193795;131.14766193795;176.739230394363;3894
Exp 6;Transformer;ADAM;22;82.7330934235521;130.404630053683;130.404630053683;177.040028572082;4071
Exp 6;Transformer;ADAM;23;79.9825207115456;129.302081562609;129.302081562609;176.824535608291;4248
Exp 6;Transformer;ADAM;24;77.382313087768;128.643240822653;128.643240822653;177.040562152862;4425
Exp 6;Transformer;ADAM;25;74.8790071012727;128.05901341414;128.05901341414;176.823244333267;4602
Exp 6;Transformer;ADAM;26;72.5672610010485;127.523253513348;127.523253513348;176.953844547271;4779
Exp 6;Transformer;ADAM;27;70.3037121156689;126.844864222322;126.844864222322;176.958180904388;4956
Exp 6;Transformer;ADAM;28;68.1364150528959;126.498260563474;126.498260563474;176.570557594299;5133
Exp 6;Transformer;ADAM;29;66.1831041526596;126.552947849173;126.498260563474;176.290317296981;5309
Exp 6;Transformer;ADAM;30;64.2465353038234;126.432416819881;126.432416819881;176.827877998352;5486
Exp 6;Transformer;ADAM;31;62.4885638415867;126.299266293574;126.299266293574;176.963886499404;5663
Exp 6;Transformer;ADAM;32;60.7257343867647;126.075442186129;126.075442186129;176.985228061676;5840
Exp 6;Transformer;ADAM;33;59.0000482819108;126.274373575249;126.075442186129;176.269167900085;6016
Exp 6;Transformer;ADAM;34;57.3312407253045;126.737436619589;126.075442186129;176.568197250366;6193
Exp 6;Transformer;ADAM;35;55.8186084325218;126.947192062156;126.075442186129;176.287354707717;6369
Exp 6;Transformer;ADAM;36;54.3446595324504;127.353086235511;126.075442186129;176.514877080917;6546
Exp 6;Transformer;ADAM;37;52.9561397325102;127.602514532681;126.075442186129;175.95623421669;6722
Exp 6;Transformer;ADAM;38;51.4830194891582;128.452172556526;126.075442186129;176.477772712707;6898
Exp 6;Transformer;ADAM;39;50.2185476321487;128.829694098095;126.075442186129;176.274200201034;7074
Exp 1;GRU;SGD_LR_SCHEDULE;0;535.2317923516763;288.0399195388241;674.118289232254;674;
Exp 1;GRU;SGD_LR_SCHEDULE;1;298.9833618826994;242.85509119707245;670.9894304275513;1345;
Exp 1;GRU;SGD_LR_SCHEDULE;2;241.53348865965603;202.33855127480751;670.7654206752777;2016;
Exp 1;GRU;SGD_LR_SCHEDULE;3;207.72023808945679;183.71661638664253;670.6083958148956;2687;
Exp 1;GRU;SGD_LR_SCHEDULE;4;184.6311233941521;162.7004293109164;669.8027930259705;3357;
Exp 1;GRU;SGD_LR_SCHEDULE;5;167.4515450999878;146.3242438126644;670.3887310028076;4027;
Exp 1;GRU;SGD_LR_SCHEDULE;6;153.4266510598134;148.9607251336288;669.4460446834564;4696;
Exp 1;GRU;SGD_LR_SCHEDULE;7;142.6133533410658;138.8157566437431;670.1894040107727;5366;
Exp 1;GRU;SGD_LR_SCHEDULE;8;133.16781396766154;136.51099117865138;670.269962310791;6036;
Exp 1;GRU;SGD_LR_SCHEDULE;9;125.1428894427496;128.2912930590234;670.397887468338;6706;
Exp 1;GRU;SGD_LR_SCHEDULE;10;118.33268382884302;124.6708561054801;672.0629849433899;7378;
Exp 1;GRU;SGD_LR_SCHEDULE;11;112.39316575911437;123.42947841786997;668.1168050765991;8046;
Exp 1;GRU;SGD_LR_SCHEDULE;12;107.06422660834335;122.91346734596381;670.6970191001892;8717;
Exp 1;GRU;SGD_LR_SCHEDULE;13;102.26347476444914;118.38129318227813;669.979444026947;9387;
Exp 1;GRU;SGD_LR_SCHEDULE;14;97.76731963942318;116.95200810590617;671.1209137439728;10058;
Exp 1;GRU;SGD_LR_SCHEDULE;15;90.55608518917387;114.45923047524435;670.5896120071411;10729;
Exp 1;GRU;SGD_LR_SCHEDULE;16;82.34620640992522;110.9693309288337;671.0854415893555;11400;
Exp 1;GRU;SGD_LR_SCHEDULE;17;74.91500557150925;109.17987750528076;670.3863172531128;12070;
Exp 1;GRU;SGD_LR_SCHEDULE;18;69.8068976353096;107.23973561731952;670.9802091121674;12741;
Exp 1;GRU;SGD_LR_SCHEDULE;19;66.96553302874351;105.56077785952078;670.2440371513367;13411;
Exp 1;GRU;SGD_LR_SCHEDULE;20;66.09016826996495;103.60026631827851;670.1669700145721;14081;
Exp 1;GRU;SGD_LR_SCHEDULE;21;65.77188792076363;103.0128736209725;670.1241476535797;14751;
Exp 1;GRU;SGD_LR_SCHEDULE;22;65.84166280687342;102.7857924175577;666.4949815273285;15417;
Exp 1;GRU;SGD_LR_SCHEDULE;23;65.80161236975727;102.6475803225872;666.2628152370453;16083;
Exp 1;GRU;SGD_LR_SCHEDULE;24;65.87836704879504;102.63671904056785;666.0858747959137;16749;
Exp 1;GRU;SGD_LR_SCHEDULE;25;65.7225030367269;102.63250367554407;668.5452816486359;17418;
Exp 1;GRU;SGD_LR_SCHEDULE;26;65.71191859227993;102.6323274953263;668.2499334812164;18086;
Exp 1;GRU;SGD_LR_SCHEDULE;27;65.81533413476053;102.63220351683573;668.7121860980988;18755;
Exp 1;GRU;SGD_LR_SCHEDULE;28;65.81836716477035;102.63222915147375;668.6981272697449;19424;
Exp 1;GRU;SGD_LR_SCHEDULE;29;65.83573067300397;102.63222775322059;668.4005374908447;20092;
Exp 1;GRU;SGD_LR_SCHEDULE;30;65.75739492335947;102.63223054972693;667.878244638443;20760;
Exp 1;GRU;SGD_LR_SCHEDULE;31;65.7113855169916;102.63222588888311;667.889720916748;21428;
Exp 1;GRU;SGD_LR_SCHEDULE;32;65.70745185919255;102.63222588888311;667.5358090400696;22096;
Exp 1;GRU;SGD_LR_SCHEDULE;33;65.77320956597137;102.63222588888311;667.670556306839;22764;
Exp 1;GRU;SGD_LR_SCHEDULE;34;65.87825227334211;102.63222588888311;667.001805305481;23431;
Exp 1;GRU;SGD_LR_SCHEDULE;35;65.71610499871635;102.63222588888311;667.0684676170349;24098;
Exp 1;GRU;SGD_LR_SCHEDULE;36;65.73441442143924;102.63222588888311;667.0463175773621;24765;
Exp 1;GRU;SGD_LR_SCHEDULE;37;65.81463751188532;102.63222588888311;667.3447024822235;25432;
Exp 1;GRU;SGD_LR_SCHEDULE;38;65.87139753384554;102.63222588888311;668.3385908603668;26100;
Exp 1;GRU;SGD_LR_SCHEDULE;39;65.85517334460698;102.63222588888311;668.0609481334686;26768;
Exp 4;GRU;SGD_LR_SCHEDULE;0;655.560179;308.6372352;308.6372352;291;
Exp 4;GRU;SGD_LR_SCHEDULE;1;303.1545337;233.1025747;233.1025747;582;
Exp 4;GRU;SGD_LR_SCHEDULE;2;234.2281188;187.8023658;187.8023658;873;
Exp 4;GRU;SGD_LR_SCHEDULE;3;197.1557508;169.8636734;169.8636734;1164;
Exp 4;GRU;SGD_LR_SCHEDULE;4;173.6124484;151.3428844;151.3428844;1455;
Exp 4;GRU;SGD_LR_SCHEDULE;5;156.1020279;140.6529286;140.6529286;1746;
Exp 4;GRU;SGD_LR_SCHEDULE;6;142.7995794;134.4396228;134.4396228;2037;
Exp 4;GRU;SGD_LR_SCHEDULE;7;132.3212224;131.530567;131.530567;2329;
Exp 4;GRU;SGD_LR_SCHEDULE;8;123.68284;125.1921729;125.1921729;2620;
Exp 4;GRU;SGD_LR_SCHEDULE;9;116.1647924;121.7716271;121.7716271;2911;
Exp 4;GRU;SGD_LR_SCHEDULE;10;110.2052348;119.6874186;119.6874186;3202;
Exp 4;GRU;SGD_LR_SCHEDULE;11;104.7960927;117.8934165;117.8934165;3493;
Exp 4;GRU;SGD_LR_SCHEDULE;12;99.84420294;115.795485;115.795485;3784;
Exp 4;GRU;SGD_LR_SCHEDULE;13;95.56319002;115.5347901;115.5347901;4075;
Exp 4;GRU;SGD_LR_SCHEDULE;14;91.8108169;115.4261537;115.4261537;4366;
Exp 4;GRU;SGD_LR_SCHEDULE;15;85.50282577;112.1126249;112.1126249;4657;
Exp 4;GRU;SGD_LR_SCHEDULE;16;78.05503273;108.7181709;108.7181709;4948;
Exp 4;GRU;SGD_LR_SCHEDULE;17;71.42400753;106.5964195;106.5964195;5239;
Exp 4;GRU;SGD_LR_SCHEDULE;18;66.54301758;104.8186132;104.8186132;5530;
Exp 4;GRU;SGD_LR_SCHEDULE;19;63.80329933;103.9916354;103.9916354;5821;
Exp 4;GRU;SGD_LR_SCHEDULE;20;62.69620297;103.2808707;103.2808707;6112;
Exp 4;GRU;SGD_LR_SCHEDULE;21;62.30126343;102.6768295;102.6768295;6403;
Exp 4;GRU;SGD_LR_SCHEDULE;22;61.89357594;102.3898302;102.3898302;6694;
Exp 4;GRU;SGD_LR_SCHEDULE;23;61.87028033;102.2853048;102.2853048;6985;
Exp 4;GRU;SGD_LR_SCHEDULE;24;61.8322742;102.246187;102.246187;7277;
Exp 4;GRU;SGD_LR_SCHEDULE;25;61.85254431;102.2381368;102.2381368;7569;
Exp 4;GRU;SGD_LR_SCHEDULE;26;61.75540065;102.2363773;102.2363773;7860;
Exp 4;GRU;SGD_LR_SCHEDULE;27;61.80326975;102.2361118;102.2361118;8152;
Exp 4;GRU;SGD_LR_SCHEDULE;28;61.86188319;102.2361125;102.2361118;8443;
Exp 4;GRU;SGD_LR_SCHEDULE;29;61.79133073;102.2361155;102.2361118;8734;
Exp 4;GRU;SGD_LR_SCHEDULE;30;61.76825532;102.2361118;102.2361118;9025;
Exp 4;GRU;SGD_LR_SCHEDULE;31;61.94651705;102.2361148;102.2361118;9316;
Exp 4;GRU;SGD_LR_SCHEDULE;32;61.82105251;102.2361163;102.2361118;9607;
Exp 4;GRU;SGD_LR_SCHEDULE;33;61.74492917;102.2361163;102.2361118;9899;
Exp 4;GRU;SGD_LR_SCHEDULE;34;61.74506487;102.2361163;102.2361118;10191;
Exp 4;GRU;SGD_LR_SCHEDULE;35;61.7050533;102.2361163;102.2361118;10483;
